resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name,date,circuitRef,lat,lng,alt,dob,nationality,constructorRef,con_nationality,grid_pos,finish_pos,dnf,won,podium,driver_age,is_street,drv_roll5_finish,drv_roll5_points,drv_roll5_dnf,drv_roll5_grid,drv_experience,drv_circuit_win_rate,drv_circuit_podium_rate,con_roll5_finish,con_roll5_points,con_roll5_dnf,con_avg_pit,champ_pts,champ_pos,champ_wins,con_champ_pts,con_champ_pos,max_round,season_progress,pos_gained,overtaking_idx
21234,860,1,1,4,1,3.0,3,3,15.0,58,+4.075,5653640.0,57.0,4.0,1:29.538,213.214,1,2012,1,1,Australian Grand Prix,2012-03-18,albert_park,-37.8497,144.968,10,1985-01-07,British,mclaren,British,1,3,0,0,1,27.19233401779603,0,7.4,11.8,0.2,3.0,90,0.2,0.6,6.2,14.6,0.2,22.04942857142857,227.0,5.0,3.0,497.0,2.0,20,0.05,-2,-0.3408624229979466
21232,860,18,1,3,2,1.0,1,1,25.0,58,1:34:09.565,5649565.0,56.0,1.0,1:29.187,214.053,1,2012,1,1,Australian Grand Prix,2012-03-18,albert_park,-37.8497,144.968,10,1980-01-19,British,mclaren,British,2,1,0,1,1,32.16153319644079,0,2.6,17.0,0.0,3.0,210,0.16666666666666666,0.16666666666666666,6.4,14.0,0.2,22.04942857142857,270.0,2.0,3.0,497.0,2.0,20,0.05,1,-0.3408624229979466
21258,861,1,1,4,1,3.0,3,3,15.0,56,+14.591,9906403.0,50.0,6.0,1:41.539,196.523,1,2012,2,2,Malaysian Grand Prix,2012-03-25,sepang,2.76083,101.738,18,1985-01-07,British,mclaren,British,1,3,0,0,1,27.211498973305954,0,7.0,12.8,0.2,2.6,91,0.0,0.2,6.4,14.0,0.2,25.013684210526314,15.0,3.0,0.0,40.0,1.0,20,0.1,-2,-0.05641025641025641
21269,861,18,1,3,2,14.0,14,14,0.0,56,+1:19.719,9971531.0,50.0,14.0,1:42.100,195.443,1,2012,2,2,Malaysian Grand Prix,2012-03-25,sepang,2.76083,101.738,18,1980-01-19,British,mclaren,British,2,14,0,0,0,32.18069815195072,0,2.6,17.0,0.0,3.0,211,0.08333333333333333,0.3333333333333333,6.4,14.0,0.2,25.013684210526314,25.0,1.0,1.0,40.0,1.0,20,0.1,-12,-0.05641025641025641
21282,862,1,1,4,7,3.0,3,3,15.0,56,+26.012,5812941.0,40.0,6.0,1:40.530,195.201,1,2012,3,17,Chinese Grand Prix,2012-04-15,shanghai,31.3389,121.22,5,1985-01-07,British,mclaren,British,7,3,0,0,1,27.26899383983573,0,7.2,12.2,0.2,2.6,92,0.4,0.6,4.8,14.0,0.0,23.000659574468084,30.0,2.0,0.0,55.0,1.0,20,0.15,4,-0.055248618784530384
21281,862,18,1,3,5,2.0,2,2,18.0,56,+20.626,5807555.0,56.0,3.0,1:40.422,195.411,1,2012,3,17,Chinese Grand Prix,2012-04-15,shanghai,31.3389,121.22,5,1980-01-19,British,mclaren,British,5,2,0,0,1,32.238193018480494,0,4.6,14.6,0.0,2.8,212,0.125,0.375,4.8,14.0,0.0,23.000659574468084,25.0,3.0,1.0,55.0,1.0,20,0.15,3,-0.055248618784530384
21311,863,1,1,4,2,8.0,8,8,4.0,57,+58.984,5769974.0,38.0,7.0,1:37.733,199.351,1,2012,4,3,Bahrain Grand Prix,2012-04-22,bahrain,26.0325,50.5106,7,1985-01-07,British,mclaren,British,2,8,0,0,0,27.288158795345655,0,6.4,14.0,0.2,3.0,93,0.0,0.5,4.6,14.6,0.0,25.608666666666668,45.0,1.0,0.0,88.0,1.0,20,0.2,-6,-0.025
21321,863,18,1,3,4,18.0,18,18,0.0,55,,,47.0,9.0,1:38.046,198.714,43,2012,4,3,Bahrain Grand Prix,2012-04-22,bahrain,26.0325,50.5106,7,1980-01-19,British,mclaren,British,4,18,0,0,0,32.257357973990416,0,4.6,14.6,0.0,3.0,213,0.14285714285714285,0.2857142857142857,6.0,10.4,0.0,25.608666666666668,43.0,2.0,1.0,88.0,1.0,20,0.2,-14,-0.025
21335,864,1,1,4,24,8.0,8,8,4.0,66,+1:18.140,6027285.0,50.0,18.0,1:28.918,188.465,1,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,41.57,2.26111,109,1985-01-07,British,mclaren,British,24,8,0,0,0,27.345653661875428,0,7.8,9.8,0.2,3.0,94,0.0,0.6,9.0,7.4,0.0,22.03984126984127,49.0,2.0,0.0,92.0,2.0,20,0.25,16,-0.07575757575757576
21336,864,18,1,3,10,9.0,9,9,2.0,66,+1:25.246,6034391.0,41.0,14.0,1:28.624,189.09,1,2012,5,4,Spanish Grand Prix,2012-05-13,catalunya,41.57,2.26111,109,1980-01-19,British,mclaren,British,10,9,0,0,0,32.31485284052019,0,7.6,11.6,0.0,3.2,214,0.09090909090909091,0.18181818181818182,7.8,8.2,0.0,22.03984126984127,43.0,4.0,1.0,92.0,2.0,20,0.25,1,-0.07575757575757576
21356,865,1,1,4,3,5.0,5,5,10.0,78,+4.101,6370658.0,46.0,4.0,1:18.806,152.577,1,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,43.7347,7.42056,7,1985-01-07,British,mclaren,British,3,5,0,0,0,27.38398357289528,1,5.0,10.6,0.0,7.0,95,0.2,0.4,9.0,5.6,0.0,25.732333333333333,53.0,3.0,0.0,98.0,2.0,20,0.3,-2,-0.17193675889328064
21367,865,18,1,3,12,16.0,16,16,0.0,70,,,51.0,18.0,1:19.923,150.444,4,2012,6,6,Monaco Grand Prix,2012-05-27,monaco,43.7347,7.42056,7,1980-01-19,British,mclaren,British,12,16,0,0,0,32.35318275154004,1,8.8,9.0,0.0,4.6,215,0.09090909090909091,0.2727272727272727,9.6,4.0,0.0,25.732333333333333,45.0,6.0,1.0,98.0,2.0,20,0.3,-4,-0.17193675889328064
21376,866,1,1,4,2,1.0,1,1,25.0,70,1:32:29.586,5549586.0,59.0,6.0,1:17.020,203.837,1,2012,7,7,Canadian Grand Prix,2012-06-10,villeneuve,45.5,-73.5228,13,1985-01-07,British,mclaren,British,2,1,0,1,1,27.422313483915126,0,5.4,9.6,0.0,7.4,96,0.5,0.5,11.2,3.2,0.0,24.347299999999997,63.0,4.0,0.0,108.0,2.0,20,0.35,1,-0.12606837606837606
21391,866,18,1,3,10,16.0,16,16,0.0,69,,,63.0,16.0,1:17.843,201.682,11,2012,7,7,Canadian Grand Prix,2012-06-10,villeneuve,45.5,-73.5228,13,1980-01-19,British,mclaren,British,10,16,0,0,0,32.39151266255989,0,11.8,4.0,0.0,6.6,216,0.09090909090909091,0.2727272727272727,7.8,8.2,0.0,24.347299999999997,45.0,7.0,1.0,108.0,2.0,20,0.35,-6,-0.12606837606837606
21418,867,1,1,4,2,19.0,19,19,0.0,55,,,43.0,9.0,1:44.007,187.568,4,2012,8,12,European Grand Prix,2012-06-24,valencia,39.4589,-0.331667,4,1985-01-07,British,mclaren,British,2,19,0,0,0,27.460643394934976,1,5.0,11.6,0.0,7.6,97,0.0,0.75,9.4,7.4,0.0,21.371000000000002,88.0,1.0,1.0,133.0,2.0,20,0.4,-17,-0.21428571428571427
21407,867,18,1,3,9,8.0,8,8,4.0,57,+24.653,6281302.0,48.0,17.0,1:44.806,186.138,1,2012,8,12,European Grand Prix,2012-06-24,valencia,39.4589,-0.331667,4,1980-01-19,British,mclaren,British,9,8,0,0,0,32.42984257357974,1,12.2,4.0,0.0,8.2,217,0.0,0.25,11.4,7.0,0.0,21.371000000000002,45.0,8.0,1.0,133.0,2.0,20,0.4,1,-0.21428571428571427
21431,868,1,1,4,8,8.0,8,8,4.0,52,+36.463,5147751.0,44.0,15.0,1:36.173,220.515,1,2012,9,9,British Grand Prix,2012-07-08,silverstone,52.0786,-1.01694,153,1985-01-07,British,mclaren,British,8,8,0,0,0,27.498973305954827,0,8.2,8.6,0.0,6.6,98,0.2,0.6,12.0,5.8,0.0,28.210826923076922,88.0,3.0,1.0,137.0,2.0,20,0.45,0,-0.14990859232175502
21433,868,18,1,3,16,10.0,10,10,1.0,52,+44.444,5155732.0,52.0,14.0,1:36.086,220.714,1,2012,9,9,British Grand Prix,2012-07-08,silverstone,52.0786,-1.01694,153,1980-01-19,British,mclaren,British,16,10,0,0,0,32.46817248459959,0,13.4,1.2,0.0,9.0,218,0.0,0.0,10.4,6.6,0.0,28.210826923076922,49.0,8.0,1.0,137.0,2.0,20,0.45,6,-0.14990859232175502
21471,869,1,1,4,7,,R,24,0.0,56,,,34.0,19.0,1:20.091,205.596,29,2012,10,10,German Grand Prix,2012-07-22,hockenheimring,49.3278,8.56583,103,1985-01-07,British,mclaren,British,7,24,1,0,0,27.537303216974674,0,8.2,8.6,0.0,7.8,99,0.5,0.5,12.2,1.8,0.0,19.965703703703703,92.0,4.0,1.0,142.0,4.0,20,0.5,-17,0.0033444816053511705
21449,869,18,1,3,6,2.0,2,2,18.0,67,+6.949,5472811.0,67.0,8.0,1:19.469,207.205,1,2012,10,10,German Grand Prix,2012-07-22,hockenheimring,49.3278,8.56583,103,1980-01-19,British,mclaren,British,6,2,0,0,1,32.506502395619435,0,11.8,1.4,0.0,11.4,219,0.0,0.2222222222222222,13.8,1.8,0.2,19.965703703703703,50.0,8.0,1.0,142.0,4.0,20,0.5,4,0.0033444816053511705
21472,870,1,1,4,1,1.0,1,1,25.0,69,1:41:05.503,6065503.0,65.0,4.0,1:25.677,184.082,1,2012,11,11,Hungarian Grand Prix,2012-07-29,hungaroring,47.5789,19.2486,264,1985-01-07,British,mclaren,British,1,1,0,1,1,27.5564681724846,0,11.4,7.8,0.2,4.4,100,0.4,0.4,10.4,5.4,0.2,21.997338709677418,92.0,5.0,1.0,160.0,3.0,20,0.55,0,-0.20532319391634982
21477,870,18,1,3,4,6.0,6,6,8.0,69,+30.243,6095746.0,58.0,10.0,1:25.831,183.751,1,2012,11,11,Hungarian Grand Prix,2012-07-29,hungaroring,47.5789,19.2486,264,1980-01-19,British,mclaren,British,4,6,0,0,0,32.525667351129364,0,10.4,4.6,0.0,10.6,220,0.16666666666666666,0.16666666666666666,9.0,9.6,0.2,21.997338709677418,68.0,7.0,1.0,160.0,3.0,20,0.55,-2,-0.20532319391634982
21518,871,1,1,4,7,,R,23,0.0,0,,,,0.0,,,4,2012,12,13,Belgian Grand Prix,2012-09-02,spa,50.4372,5.97139,401,1985-01-07,British,mclaren,British,7,23,1,0,0,27.652292950034223,0,10.6,10.8,0.2,4.0,101,0.2,0.4,8.6,10.4,0.2,24.018333333333334,117.0,4.0,2.0,193.0,2.0,20,0.6,-16,-0.1962809917355372
21496,871,18,1,3,1,1.0,1,1,25.0,44,1:29:08.530,5348530.0,40.0,10.0,1:54.293,220.611,1,2012,12,13,Belgian Grand Prix,2012-09-02,spa,50.4372,5.97139,401,1980-01-19,British,mclaren,British,1,1,0,1,1,32.62149212867899,0,8.4,6.2,0.0,9.0,221,0.0,0.2,11.2,10.2,0.4,24.018333333333334,76.0,7.0,1.0,193.0,2.0,20,0.6,0,-0.1962809917355372
21520,872,1,1,4,1,1.0,1,1,25.0,53,1:19:41.221,4781221.0,52.0,5.0,1:28.427,235.841,1,2012,13,14,Italian Grand Prix,2012-09-09,monza,45.6156,9.28111,162,1985-01-07,British,mclaren,British,1,1,0,1,1,27.67145790554415,0,15.0,5.8,0.4,5.0,102,0.0,0.2,6.6,15.2,0.2,24.312194444444444,117.0,5.0,2.0,218.0,2.0,20,0.65,0,-0.09315589353612168
21542,872,18,1,3,2,,R,23,0.0,32,,,31.0,13.0,1:28.926,234.518,32,2012,13,14,Italian Grand Prix,2012-09-09,monza,45.6156,9.28111,162,1980-01-19,British,mclaren,British,2,23,1,0,0,32.64065708418891,0,5.4,11.2,0.0,7.2,222,0.0,0.3333333333333333,6.4,16.6,0.2,24.312194444444444,101.0,6.0,2.0,218.0,2.0,20,0.65,-21,-0.09315589353612168
21567,873,1,1,4,1,,R,24,0.0,22,,,14.0,19.0,1:55.541,158.063,6,2012,14,15,Singapore Grand Prix,2012-09-23,marina_bay,1.2914,103.864,18,1985-01-07,British,mclaren,British,1,24,1,0,0,27.709787816564,0,11.4,10.8,0.4,4.8,103,0.25,0.5,10.8,11.6,0.4,30.146425531914893,142.0,2.0,3.0,243.0,2.0,20,0.7,-23,-0.18553459119496854
21545,873,18,1,3,4,2.0,2,2,18.0,59,+8.959,7235103.0,47.0,4.0,1:52.625,162.155,1,2012,14,15,Singapore Grand Prix,2012-09-23,marina_bay,1.2914,103.864,18,1980-01-19,British,mclaren,British,4,2,0,0,1,32.67898699520876,0,8.4,10.4,0.2,5.8,223,0.0,0.25,14.4,10.0,0.6,30.146425531914893,101.0,6.0,2.0,243.0,2.0,20,0.7,2,-0.18553459119496854
21572,874,1,1,4,9,5.0,5,5,10.0,53,+46.490,5382732.0,45.0,11.0,1:37.760,213.842,1,2012,15,22,Japanese Grand Prix,2012-10-07,suzuka,34.8431,136.541,45,1985-01-07,British,mclaren,British,9,5,0,0,0,27.748117727583846,0,14.6,10.0,0.6,3.4,104,0.0,0.3333333333333333,10.2,13.6,0.4,23.802163265306124,142.0,4.0,3.0,261.0,2.0,20,0.75,4,-0.09009009009009009
21571,874,18,1,3,8,4.0,4,4,12.0,53,+25.098,5361340.0,51.0,2.0,1:36.606,216.396,1,2012,15,22,Japanese Grand Prix,2012-10-07,suzuka,34.8431,136.541,45,1980-01-19,British,mclaren,British,8,4,0,0,0,32.71731690622861,0,6.8,13.8,0.2,3.4,224,0.1,0.2,11.0,10.6,0.4,23.802163265306124,119.0,6.0,2.0,261.0,2.0,20,0.75,4,-0.09009009009009009
21601,875,1,1,4,3,10.0,10,10,1.0,55,+79.692,5868343.0,49.0,9.0,1:42.721,196.785,1,2012,16,35,Korean Grand Prix,2012-10-14,yeongam,34.7333,126.417,0,1985-01-07,British,mclaren,British,3,10,0,0,0,27.76728268309377,0,10.8,12.0,0.4,3.8,105,0.0,1.0,11.6,8.0,0.4,23.409454545454548,152.0,4.0,3.0,283.0,2.0,20,0.8,-7,0.0
21615,875,18,1,3,11,,R,24,0.0,0,,,,0.0,,,4,2012,16,35,Korean Grand Prix,2012-10-14,yeongam,34.7333,126.417,0,1980-01-19,British,mclaren,British,11,24,1,0,0,32.73648186173853,0,7.2,12.6,0.2,3.8,225,0.0,0.0,9.0,8.2,0.2,23.409454545454548,131.0,6.0,2.0,283.0,2.0,20,0.8,-13,0.0
21619,876,1,1,4,3,4.0,4,4,12.0,60,+13.909,5484653.0,58.0,5.0,1:28.944,207.433,1,2012,17,68,Indian Grand Prix,2012-10-28,buddh,28.3487,77.5331,194,1985-01-07,British,mclaren,British,3,4,0,0,0,27.805612594113622,0,12.6,7.2,0.4,4.2,106,0.0,0.0,9.0,8.2,0.2,23.14016666666667,153.0,4.0,3.0,284.0,3.0,20,0.85,-1,0.0
21620,876,18,1,3,4,5.0,5,5,10.0,60,+26.266,5497010.0,60.0,1.0,1:28.203,209.176,1,2012,17,68,Indian Grand Prix,2012-10-28,buddh,28.3487,77.5331,194,1980-01-19,British,mclaren,British,4,5,0,0,0,32.77481177275838,0,10.8,11.0,0.4,5.2,226,0.0,1.0,9.4,7.0,0.2,23.14016666666667,131.0,6.0,2.0,284.0,3.0,20,0.85,-1,0.0
21660,877,1,1,4,1,,R,21,0.0,19,,,19.0,16.0,1:47.266,186.4,10,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,yas_marina,24.4672,54.6031,3,1985-01-07,British,mclaren,British,1,21,1,0,0,27.824777549623544,0,8.8,9.6,0.2,3.4,107,0.3333333333333333,0.6666666666666666,9.4,7.0,0.2,22.582386363636363,165.0,5.0,3.0,306.0,3.0,20,0.9,-20,0.0
21643,877,18,1,3,5,4.0,4,4,12.0,55,+7.787,6366454.0,50.0,4.0,1:44.533,191.273,1,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,yas_marina,24.4672,54.6031,3,1980-01-19,British,mclaren,British,5,4,0,0,0,32.79397672826831,0,11.6,8.0,0.4,5.8,227,0.0,1.0,12.8,4.6,0.4,22.582386363636363,141.0,6.0,2.0,306.0,3.0,20,0.9,1,0.0
21664,878,1,1,4,2,1.0,1,1,25.0,56,1:35:55.269,5755269.0,55.0,5.0,1:39.709,199.047,1,2012,19,69,United States Grand Prix,2012-11-18,americas,30.1328,-97.6411,161,1985-01-07,British,mclaren,British,2,1,0,1,1,27.863107460643395,0,12.8,4.6,0.4,3.4,108,0.0,0.0,11.6,6.8,0.4,24.65454054054054,165.0,5.0,3.0,318.0,3.0,20,0.95,1,-0.4634146341463415
21668,878,18,1,3,12,5.0,5,5,10.0,56,+56.432,5811701.0,54.0,6.0,1:40.150,198.17,1,2012,19,69,United States Grand Prix,2012-11-18,americas,30.1328,-97.6411,161,1980-01-19,British,mclaren,British,12,5,0,0,0,32.832306639288156,0,7.8,10.4,0.2,6.4,228,0.0,0.0,7.0,11.8,0.2,24.65454054054054,153.0,6.0,2.0,318.0,3.0,20,0.95,7,-0.4634146341463415
21707,879,1,1,4,1,,R,20,0.0,54,,,38.0,1.0,1:18.069,198.701,4,2012,20,18,Brazilian Grand Prix,2012-11-25,interlagos,-23.7036,-46.6997,785,1985-01-07,British,mclaren,British,1,20,1,0,0,27.88227241615332,0,8.2,9.6,0.2,3.6,109,0.0,0.2,7.2,11.4,0.2,23.064275862068968,190.0,4.0,4.0,353.0,3.0,20,1.0,-19,-0.21031746031746032
21688,879,18,1,3,2,1.0,1,1,25.0,71,1:45:22.656,6322656.0,37.0,2.0,1:18.108,198.601,1,2012,20,18,Brazilian Grand Prix,2012-11-25,interlagos,-23.7036,-46.6997,785,1980-01-19,British,mclaren,British,2,1,0,1,1,32.851471594798085,0,8.4,8.8,0.2,8.0,229,0.0,0.16666666666666666,10.2,9.4,0.4,23.064275862068968,163.0,6.0,2.0,353.0,3.0,20,1.0,1,-0.21031746031746032
21720,880,18,1,5,10,9.0,9,9,2.0,58,+1:21.630,5484855.0,41.0,7.0,1:30.198,211.654,1,2013,1,1,Australian Grand Prix,2013-03-17,albert_park,-37.8497,144.968,10,1980-01-19,British,mclaren,British,10,9,0,0,0,33.158110882956876,0,7.8,11.4,0.2,6.8,230,0.23076923076923078,0.23076923076923078,6.2,14.4,0.2,22.04942857142857,188.0,5.0,3.0,378.0,3.0,19,0.05263157894736842,1,-0.3408624229979466
21722,880,815,1,6,15,11.0,11,11,0.0,58,+1:23.367,5486592.0,46.0,6.0,1:29.926,212.294,1,2013,1,1,Australian Grand Prix,2013-03-17,albert_park,-37.8497,144.968,10,1990-01-26,Mexican,mclaren,British,15,11,0,0,0,23.137577002053387,0,17.0,0.0,0.4,11.6,38,0.0,0.0,7.2,12.4,0.2,22.04942857142857,66.0,10.0,0.0,378.0,3.0,19,0.05263157894736842,4,-0.3408624229979466
21750,881,18,1,5,7,17.0,17,17,0.0,53,,,43.0,5.0,1:40.556,198.444,54,2013,2,2,Malaysian Grand Prix,2013-03-24,sepang,2.76083,101.738,18,1980-01-19,British,mclaren,British,7,17,0,0,0,33.177275838466805,0,4.8,11.8,0.0,6.6,231,0.07692307692307693,0.3076923076923077,9.2,7.4,0.2,25.013684210526314,2.0,9.0,0.0,2.0,6.0,19,0.10526315789473684,-10,-0.05641025641025641
21742,881,815,1,6,9,9.0,9,9,2.0,56,+1:12.357,6009038.0,56.0,1.0,1:39.199,201.159,1,2013,2,2,Malaysian Grand Prix,2013-03-24,sepang,2.76083,101.738,18,1990-01-26,Mexican,mclaren,British,9,9,0,0,0,23.156741957563312,0,17.0,0.0,0.4,12.2,39,0.0,0.5,11.6,5.4,0.2,25.013684210526314,0.0,11.0,0.0,2.0,6.0,19,0.10526315789473684,0,-0.05641025641025641
21760,882,18,1,5,8,5.0,5,5,10.0,56,+35.285,5822230.0,56.0,2.0,1:38.058,200.122,1,2013,3,17,Chinese Grand Prix,2013-04-14,shanghai,31.3389,121.22,5,1980-01-19,British,mclaren,British,8,5,0,0,0,33.23477070499658,0,7.2,9.8,0.0,7.2,232,0.1111111111111111,0.4444444444444444,9.4,5.8,0.0,23.000659574468084,2.0,13.0,0.0,4.0,7.0,19,0.15789473684210525,3,-0.055248618784530384
21766,882,815,1,6,12,11.0,11,11,0.0,56,+1:03.860,5850805.0,55.0,14.0,1:41.281,193.754,1,2013,3,17,Chinese Grand Prix,2013-04-14,shanghai,31.3389,121.22,5,1990-01-26,Mexican,mclaren,British,12,11,0,0,0,23.21423682409309,0,14.0,0.4,0.2,12.4,40,0.0,0.0,10.2,2.8,0.0,23.000659574468084,2.0,12.0,0.0,4.0,7.0,19,0.15789473684210525,1,-0.055248618784530384
21787,883,18,1,5,10,10.0,10,10,1.0,57,+46.631,5807129.0,49.0,6.0,1:37.743,199.33,1,2013,4,3,Bahrain Grand Prix,2013-04-21,bahrain,26.0325,50.5106,7,1980-01-19,British,mclaren,British,10,10,0,0,0,33.2539356605065,0,7.4,9.4,0.0,7.8,233,0.125,0.25,10.6,2.4,0.0,25.608666666666668,12.0,8.0,0.0,14.0,5.0,19,0.21052631578947367,0,-0.025
21783,883,815,1,6,12,6.0,6,6,8.0,57,+35.998,5796496.0,41.0,7.0,1:37.913,198.984,1,2013,4,3,Bahrain Grand Prix,2013-04-21,bahrain,26.0325,50.5106,7,1990-01-26,Mexican,mclaren,British,12,6,0,0,0,23.23340177960301,0,13.2,0.4,0.2,12.6,41,0.0,0.0,10.4,2.6,0.0,25.608666666666668,2.0,14.0,0.0,14.0,5.0,19,0.21052631578947367,6,-0.025
21807,884,18,1,5,14,8.0,8,8,4.0,66,+1:19.506,6036102.0,55.0,14.0,1:27.957,190.524,1,2013,5,4,Spanish Grand Prix,2013-05-12,catalunya,41.57,2.26111,109,1980-01-19,British,mclaren,British,14,8,0,0,0,33.31143052703628,0,8.4,7.6,0.0,7.4,234,0.08333333333333333,0.16666666666666666,8.2,4.2,0.0,22.03984126984127,13.0,10.0,0.0,23.0,6.0,19,0.2631578947368421,6,-0.07575757575757576
21808,884,815,1,6,8,9.0,9,9,2.0,66,+1:21.738,6038334.0,55.0,10.0,1:27.251,192.066,1,2013,5,4,Spanish Grand Prix,2013-05-12,catalunya,41.57,2.26111,109,1990-01-26,Mexican,mclaren,British,8,9,0,0,0,23.290896646132786,0,12.2,2.0,0.2,12.0,42,0.0,0.0,8.0,4.6,0.0,22.03984126984127,10.0,11.0,0.0,23.0,6.0,19,0.2631578947368421,-1,-0.07575757575757576
21827,885,18,1,5,9,6.0,6,6,8.0,78,+23.103,8295159.0,76.0,8.0,1:18.720,152.743,1,2013,6,6,Monaco Grand Prix,2013-05-26,monaco,43.7347,7.42056,7,1980-01-19,British,mclaren,British,9,6,0,0,0,33.34976043805612,1,9.8,3.4,0.0,9.8,235,0.08333333333333333,0.25,8.8,3.0,0.0,25.732333333333333,17.0,10.0,0.0,29.0,6.0,19,0.3157894736842105,3,-0.17193675889328064
21837,885,815,1,6,7,16.0,16,16,0.0,72,,,27.0,14.0,1:19.530,151.188,22,2013,6,6,Monaco Grand Prix,2013-05-26,monaco,43.7347,7.42056,7,1990-01-26,Mexican,mclaren,British,7,16,0,0,0,23.329226557152634,1,9.2,2.4,0.0,11.2,43,0.0,0.0,7.8,4.6,0.0,25.732333333333333,12.0,11.0,0.0,29.0,6.0,19,0.3157894736842105,-9,-0.17193675889328064
21855,886,18,1,5,14,12.0,12,12,0.0,69,,,68.0,8.0,1:17.458,202.685,11,2013,7,7,Canadian Grand Prix,2013-06-09,villeneuve,45.5,-73.5228,13,1980-01-19,British,mclaren,British,14,12,0,0,0,33.38809034907597,0,9.2,4.6,0.0,9.6,236,0.08333333333333333,0.25,9.0,4.4,0.0,24.347299999999997,25.0,10.0,0.0,37.0,6.0,19,0.3684210526315789,2,-0.12606837606837606
21854,886,815,1,6,12,11.0,11,11,0.0,69,,,69.0,7.0,1:17.369,202.918,11,2013,7,7,Canadian Grand Prix,2013-06-09,villeneuve,45.5,-73.5228,13,1990-01-26,Mexican,mclaren,British,12,11,0,0,0,23.367556468172484,0,10.2,2.4,0.0,9.6,44,0.0,1.0,10.2,2.8,0.0,24.347299999999997,12.0,12.0,0.0,37.0,6.0,19,0.3684210526315789,1,-0.12606837606837606
21878,887,18,1,5,10,13.0,13,13,0.0,52,+25.969,5605425.0,39.0,16.0,1:36.356,220.096,1,2013,8,9,British Grand Prix,2013-06-30,silverstone,52.0786,-1.01694,153,1980-01-19,British,mclaren,British,10,13,0,0,0,33.445585215605746,0,8.2,4.6,0.0,11.0,237,0.0,0.0,10.8,2.0,0.0,28.210826923076922,25.0,10.0,0.0,37.0,6.0,19,0.42105263157894735,-3,-0.14990859232175502
21885,887,815,1,6,13,20.0,20,20,0.0,46,,,37.0,14.0,1:36.131,220.611,36,2013,8,9,British Grand Prix,2013-06-30,silverstone,52.0786,-1.01694,153,1990-01-26,Mexican,mclaren,British,13,20,0,0,0,23.42505133470226,0,10.6,2.0,0.0,10.2,45,0.0,0.0,11.6,1.6,0.0,28.210826923076922,12.0,13.0,0.0,37.0,6.0,19,0.42105263157894735,-7,-0.14990859232175502
21893,888,18,1,5,9,6.0,6,6,8.0,60,+27.996,6102707.0,49.0,7.0,1:34.201,196.736,1,2013,9,20,German Grand Prix,2013-07-07,nurburgring,50.3356,6.9475,578,1980-01-19,British,mclaren,British,9,6,0,0,0,33.464750171115675,0,9.8,2.6,0.0,11.4,238,0.0,0.1,14.4,0.0,0.0,21.03063636363636,25.0,10.0,0.0,37.0,6.0,19,0.47368421052631576,3,0.0
21895,888,815,1,6,13,8.0,8,8,4.0,60,+38.306,6113017.0,50.0,15.0,1:36.134,192.78,1,2013,9,20,German Grand Prix,2013-07-07,nurburgring,50.3356,6.9475,578,1990-01-26,Mexican,mclaren,British,13,8,0,0,0,23.444216290212182,0,12.4,2.0,0.0,10.4,46,0.0,0.0,12.4,1.6,0.0,21.03063636363636,12.0,13.0,0.0,37.0,6.0,19,0.47368421052631576,5,0.0
21916,890,18,1,5,13,7.0,7,7,6.0,70,+53.819,6203264.0,56.0,11.0,1:26.195,182.975,1,2013,10,11,Hungarian Grand Prix,2013-07-28,hungaroring,47.5789,19.2486,264,1980-01-19,British,mclaren,British,13,7,0,0,0,33.52224503764545,0,9.0,4.0,0.0,11.2,239,0.15384615384615385,0.15384615384615385,11.6,2.4,0.0,21.997338709677418,33.0,10.0,0.0,49.0,6.0,19,0.5263157894736842,6,-0.20532319391634982
21918,890,815,1,6,9,9.0,9,9,2.0,69,,,59.0,10.0,1:26.143,183.086,11,2013,10,11,Hungarian Grand Prix,2013-07-28,hungaroring,47.5789,19.2486,264,1990-01-26,Mexican,mclaren,British,9,9,0,0,0,23.50171115674196,0,12.8,1.2,0.0,10.6,47,0.0,0.0,10.8,3.6,0.0,21.997338709677418,16.0,12.0,0.0,49.0,6.0,19,0.5263157894736842,0,-0.20532319391634982
21937,891,18,1,5,6,6.0,6,6,8.0,44,+40.794,5062990.0,36.0,2.0,1:50.823,227.519,1,2013,11,13,Belgian Grand Prix,2013-08-25,spa,50.4372,5.97139,401,1980-01-19,British,mclaren,British,6,6,0,0,0,33.59890485968515,0,8.8,4.4,0.0,11.0,240,0.09090909090909091,0.2727272727272727,10.0,4.0,0.0,24.018333333333334,39.0,9.0,0.0,57.0,6.0,19,0.5789473684210527,0,-0.1962809917355372
